frequency,monetary,avg_order_value,total_interactions,interaction_types_count,engagement_segment,engaged_not_purchased,purchase_frequency_rate,interaction_purchase_ratio,customer_segment,location,acquisition_channel,age,gender,is_churned,will_purchase
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,42,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,42,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,30,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,42,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,organic,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,organic,24,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,23,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,ads,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,referral,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,29,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,referral,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,23,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,48,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,22,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,27,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,ads,40,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,24,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,47,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,32,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,ads,41,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,33,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,50,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,ads,49,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,ads,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,organic,57,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,36,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,referral,33,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,28,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,41,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,21,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,organic,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,ads,51,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,25,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,46,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,19,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,referral,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,21,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,40,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,organic,27,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,24,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,organic,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,40,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,54,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,23,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,referral,49,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,referral,18,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,referral,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,26,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,referral,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,organic,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,referral,28,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,referral,56,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,referral,45,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,ads,40,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,referral,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,30,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,referral,42,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,44,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,20,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,organic,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,referral,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,39,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,ads,25,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,organic,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,referral,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,ads,47,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,referral,41,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,46,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,ads,25,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,referral,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,21,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,ads,24,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,22,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,29,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,organic,28,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,32,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,32,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,ads,35,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,organic,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,ads,29,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,37,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,referral,45,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,42,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,43,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,referral,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,organic,22,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,20,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,ads,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,referral,49,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,38,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,referral,42,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,ads,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,25,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,ads,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,42,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,referral,40,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,44,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,52,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,referral,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,ads,21,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,33,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,organic,65,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,45,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,53,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,referral,18,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,46,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,40,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,ads,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,referral,24,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,35,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,22,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,40,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,18,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,46,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,organic,23,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,40,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,23,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,27,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,23,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,41,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,24,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,referral,48,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,53,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,18,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,40,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,referral,52,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,18,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,ads,23,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,referral,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,organic,39,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,organic,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,referral,23,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,45,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,33,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,referral,49,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,referral,60,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,45,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,51,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,36,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,23,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,organic,49,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,45,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,referral,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,32,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,ads,43,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,organic,33,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,ads,25,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,organic,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,28,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,44,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,42,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,23,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,ads,35,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,25,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,referral,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,45,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,21,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,27,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,referral,54,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,25,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,ads,43,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,48,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,25,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,referral,18,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,organic,42,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,referral,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,referral,36,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,44,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,24,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,organic,18,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,32,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,referral,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,referral,33,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,organic,32,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,49,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,referral,22,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,33,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,referral,46,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,ads,48,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,40,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,31,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,ads,52,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,organic,22,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,48,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,referral,21,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,organic,34,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,40,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,45,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,ads,26,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,41,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,51,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,39,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,38,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,referral,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,42,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,23,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,ads,43,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,48,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,23,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,referral,51,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,43,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,ads,20,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,referral,43,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,43,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,19,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,ads,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,organic,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,37,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,25,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,referral,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,33,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,referral,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,39,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,ads,47,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,referral,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,referral,51,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,18,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,ads,34,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,36,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,42,female,0,0
