customer_id,signup_date,customer_segment,location,acquisition_channel,age,gender
C06582,2024-07-27,medium,Ahmedabad,referral,31,male
C06583,2025-03-07,medium,Hyderabad,ads,18,female
C06584,2025-01-23,medium,Jaipur,organic,37,male
C06585,2025-07-13,low,Hyderabad,organic,42,female
C06586,2024-08-11,low,Jaipur,ads,21,male
C06587,2024-01-03,medium,Jaipur,ads,22,other
C06588,2025-01-06,medium,Hyderabad,ads,18,male
C06589,2025-11-17,medium,Ahmedabad,referral,35,female
C06590,2025-03-21,medium,Jaipur,referral,31,male
C06591,2025-09-02,high,Pune,organic,32,female
C06592,2024-04-25,medium,Delhi,organic,31,male
C06593,2024-09-26,high,Delhi,referral,25,male
C06594,2025-03-22,high,Kolkata,referral,46,male
C06595,2025-01-02,high,Mumbai,organic,37,male
C06596,2024-09-09,medium,Bangalore,ads,23,female
C06597,2024-11-12,low,Pune,ads,27,male
C06598,2025-02-18,medium,Pune,ads,26,female
C06599,2024-04-04,medium,Bangalore,organic,49,female
C06600,2024-01-24,high,Mumbai,referral,42,male
C06601,2025-09-19,medium,Delhi,ads,33,male
C06602,2025-10-24,medium,Ahmedabad,organic,52,female
C06603,2024-02-19,medium,Jaipur,ads,49,female
C06604,2025-05-16,low,Bangalore,ads,32,male
C06605,2025-12-18,high,Ahmedabad,referral,30,female
C06606,2025-05-12,medium,Kolkata,organic,31,female
C06607,2024-11-30,medium,Jaipur,referral,25,male
C06608,2024-03-19,low,Hyderabad,organic,52,female
C06609,2025-08-04,low,Pune,ads,24,male
C06610,2024-01-27,low,Jaipur,ads,43,male
C06611,2024-09-27,medium,Hyderabad,ads,41,male
C06612,2025-07-15,low,Delhi,ads,31,female
C06613,2024-09-03,high,Hyderabad,referral,53,male
C06614,2025-08-13,high,Hyderabad,ads,19,male
C06615,2025-01-21,low,Chennai,ads,34,male
C06616,2025-12-02,low,Bangalore,organic,30,male
C06617,2025-07-12,high,Jaipur,organic,44,male
C06618,2024-12-26,high,Bangalore,organic,38,female
C06619,2025-05-02,high,Jaipur,referral,18,male
C06620,2024-12-17,high,Pune,ads,47,female
C06621,2025-12-01,medium,Bhubaneswar,referral,39,male
C06622,2024-09-12,low,Bangalore,organic,24,female
C06623,2024-08-09,medium,Bangalore,ads,31,male
C06624,2024-01-01,low,Pune,organic,22,female
C06625,2025-06-29,low,Jaipur,ads,33,female
C06626,2025-03-21,medium,Pune,organic,36,male
C06627,2024-03-19,low,Ahmedabad,organic,31,female
C06628,2024-08-23,medium,Hyderabad,ads,30,male
C06629,2024-11-29,medium,Pune,organic,18,male
C06630,2024-12-14,medium,Jaipur,ads,38,female
C06631,2024-04-07,medium,Delhi,ads,18,male
C06632,2024-03-22,low,Pune,ads,35,male
C06633,2025-05-16,low,Mumbai,referral,18,male
C06634,2025-04-21,medium,Pune,organic,35,male
C06635,2025-12-04,low,Bangalore,ads,34,female
C06636,2025-07-03,high,Ahmedabad,referral,39,male
C06637,2024-01-14,low,Chennai,ads,43,female
C06638,2025-01-26,medium,Pune,organic,45,male
C06639,2024-12-12,high,Bhubaneswar,referral,18,male
C06640,2024-11-05,medium,Mumbai,organic,34,female
C06641,2025-01-20,medium,Delhi,organic,55,female
C06642,2024-07-27,high,Pune,organic,36,male
C06643,2024-12-22,low,Hyderabad,organic,26,female
C06644,2025-08-23,high,Hyderabad,organic,34,male
C06645,2025-07-21,low,Mumbai,organic,31,male
C06646,2024-04-03,low,Bangalore,ads,23,other
C06647,2024-04-02,medium,Kolkata,organic,43,female
C06648,2024-12-05,medium,Bangalore,organic,40,female
C06649,2025-08-19,low,Mumbai,ads,21,female
C06650,2025-03-20,medium,Bangalore,organic,34,male
C06651,2024-01-22,medium,Hyderabad,organic,29,female
C06652,2024-10-17,medium,Ahmedabad,ads,18,male
C06653,2025-04-29,medium,Kolkata,organic,20,female
C06654,2024-11-01,low,Hyderabad,organic,22,female
C06655,2025-09-25,medium,Delhi,ads,34,female
C06656,2024-05-07,medium,Hyderabad,ads,30,female
C06657,2025-09-16,medium,Bangalore,ads,25,male
C06658,2024-09-29,low,Ahmedabad,referral,31,male
C06659,2025-03-17,low,Kolkata,ads,42,male
C06660,2025-05-17,medium,Pune,ads,38,female
C06661,2024-05-09,high,Kolkata,organic,45,female
C06662,2024-05-11,high,Hyderabad,ads,32,male
C06663,2025-08-19,medium,Pune,organic,51,other
C06664,2025-04-26,medium,Mumbai,ads,38,female
C06665,2025-01-24,low,Jaipur,ads,30,female
C06666,2025-08-15,medium,Hyderabad,ads,35,male
C06667,2024-11-20,medium,Bhubaneswar,referral,22,female
C06668,2024-03-09,low,Hyderabad,referral,31,female
C06669,2025-10-21,medium,Mumbai,organic,39,female
C06670,2025-03-23,medium,Kolkata,organic,41,male
C06671,2025-06-11,high,Delhi,referral,30,female
C06672,2025-09-08,medium,Pune,ads,62,female
C06673,2024-06-13,low,Bhubaneswar,ads,33,female
C06674,2025-05-02,medium,Jaipur,ads,18,male
C06675,2025-12-13,medium,Mumbai,ads,47,male
C06676,2025-12-09,medium,Jaipur,referral,41,female
C06677,2025-03-01,low,Chennai,ads,37,female
C06678,2025-11-27,medium,Bhubaneswar,ads,30,female
C06679,2024-09-21,medium,Bhubaneswar,ads,38,male
C06680,2025-09-03,low,Chennai,referral,51,male
C06681,2024-12-07,high,Bhubaneswar,ads,37,male
C06682,2025-12-26,low,Hyderabad,ads,20,male
C06683,2024-10-04,medium,Chennai,referral,18,female
C06684,2025-11-04,medium,Kolkata,ads,38,male
C06685,2025-03-14,medium,Chennai,organic,25,female
C06686,2024-06-05,medium,Kolkata,ads,34,female
C06687,2025-02-25,medium,Delhi,ads,26,male
C06688,2024-09-07,medium,Bangalore,organic,26,female
C06689,2025-08-31,medium,Bhubaneswar,ads,27,female
C06690,2025-06-13,high,Pune,ads,28,female
C06691,2024-11-22,high,Pune,ads,42,female
C06692,2024-04-06,low,Bangalore,ads,40,male
C06693,2025-05-27,medium,Ahmedabad,ads,22,male
C06694,2024-08-03,low,Hyderabad,referral,24,male
C06695,2024-05-11,high,Bhubaneswar,organic,38,male
C06696,2024-09-16,medium,Bhubaneswar,organic,45,female
C06697,2024-05-04,medium,Bangalore,ads,45,female
C06698,2024-03-22,low,Kolkata,ads,24,male
C06699,2024-10-09,low,Hyderabad,organic,44,male
C06700,2025-11-13,high,Mumbai,organic,18,male
C06701,2024-02-28,low,Pune,ads,32,male
C06702,2025-06-27,high,Mumbai,organic,39,female
C06703,2024-06-09,medium,Chennai,ads,18,female
C06704,2024-10-10,low,Kolkata,ads,55,male
C06705,2024-04-15,low,Ahmedabad,ads,48,male
C06706,2024-04-14,low,Mumbai,organic,41,male
C06707,2025-03-14,medium,Pune,ads,25,female
C06708,2024-08-15,high,Pune,ads,34,other
C06709,2025-11-30,high,Pune,referral,42,male
C06710,2025-08-04,medium,Delhi,referral,23,female
C06711,2024-11-13,low,Bhubaneswar,organic,33,female
C06712,2025-04-08,high,Mumbai,organic,44,male
C06713,2025-08-21,medium,Chennai,organic,20,female
C06714,2025-04-16,medium,Mumbai,organic,38,male
C06715,2024-02-25,medium,Chennai,ads,18,other
C06716,2025-09-16,medium,Pune,ads,25,female
C06717,2024-01-13,medium,Hyderabad,organic,29,male
C06718,2025-03-15,low,Chennai,ads,40,other
C06719,2024-01-18,high,Kolkata,referral,27,male
C06720,2025-11-24,low,Bhubaneswar,ads,36,female
C06721,2024-04-22,high,Bhubaneswar,organic,28,male
C06722,2024-08-16,high,Delhi,ads,29,female
C06723,2024-06-19,medium,Jaipur,ads,47,male
C06724,2024-10-21,low,Mumbai,referral,23,other
C06725,2024-07-07,medium,Bangalore,organic,42,male
C06726,2025-03-01,medium,Delhi,ads,34,male
C06727,2024-03-19,medium,Bangalore,ads,29,female
C06728,2025-10-19,medium,Jaipur,ads,22,other
C06729,2024-06-30,low,Bhubaneswar,ads,23,male
C06730,2025-05-13,low,Kolkata,organic,27,male
C06731,2025-12-08,high,Pune,ads,33,male
C06732,2024-03-11,medium,Pune,organic,41,male
C06733,2024-09-04,low,Chennai,organic,31,female
C06734,2024-05-25,medium,Delhi,ads,32,male
C06735,2025-09-09,medium,Jaipur,organic,34,female
C06736,2024-10-22,high,Kolkata,organic,39,female
C06737,2025-08-04,medium,Pune,ads,41,male
C06738,2025-04-14,high,Chennai,ads,21,female
C06739,2025-05-20,low,Mumbai,organic,32,female
C06740,2024-07-11,medium,Bhubaneswar,ads,47,male
C06741,2024-03-08,medium,Mumbai,organic,21,male
C06742,2025-05-08,low,Bhubaneswar,organic,35,male
C06743,2024-02-21,high,Mumbai,ads,33,female
C06744,2024-12-28,medium,Chennai,organic,29,male
C06745,2025-04-18,medium,Kolkata,referral,50,female
C06746,2025-06-04,medium,Delhi,organic,35,female
C06747,2025-03-06,low,Bhubaneswar,ads,50,male
C06748,2024-10-24,low,Jaipur,referral,35,female
C06749,2025-03-10,high,Bangalore,referral,39,male
C06750,2025-11-26,low,Kolkata,ads,29,female
C06751,2025-11-21,medium,Kolkata,referral,29,male
C06752,2024-07-16,low,Chennai,referral,39,male
C06753,2024-05-07,medium,Bangalore,organic,39,female
C06754,2025-06-15,medium,Ahmedabad,ads,40,female
C06755,2025-02-14,medium,Kolkata,organic,38,female
C06756,2024-03-05,medium,Jaipur,ads,21,female
C06757,2025-11-24,medium,Kolkata,ads,26,male
C06758,2024-08-28,medium,Hyderabad,organic,43,male
C06759,2025-01-03,low,Bhubaneswar,ads,18,female
C06760,2025-06-19,medium,Pune,organic,37,female
C06761,2025-01-18,low,Kolkata,referral,33,other
C06762,2025-03-06,medium,Kolkata,organic,43,other
C06763,2024-03-23,medium,Chennai,ads,39,male
C06764,2025-11-27,low,Jaipur,organic,28,female
C06765,2025-09-02,medium,Chennai,organic,27,male
C06766,2025-07-27,low,Delhi,ads,29,male
C06767,2024-10-12,low,Bhubaneswar,organic,40,male
C06768,2025-06-17,medium,Jaipur,ads,18,male
C06769,2025-04-03,medium,Chennai,referral,36,male
C06770,2024-07-30,high,Bangalore,organic,26,male
C06771,2024-05-05,medium,Bangalore,referral,36,male
C06772,2025-02-16,medium,Kolkata,organic,38,male
C06773,2025-05-13,low,Pune,organic,18,female
C06774,2025-02-28,medium,Chennai,organic,32,male
C06775,2025-07-07,medium,Delhi,referral,36,female
C06776,2025-09-01,medium,Chennai,organic,35,male
C06777,2025-06-26,low,Chennai,referral,33,female
C06778,2024-06-06,high,Hyderabad,referral,22,male
C06779,2024-04-21,high,Pune,organic,24,male
C06780,2025-02-05,medium,Chennai,ads,21,female
C06781,2024-05-01,low,Mumbai,ads,40,female
C06782,2024-09-29,low,Mumbai,organic,33,male
C06783,2024-10-20,medium,Kolkata,organic,34,male
C06784,2025-02-01,low,Delhi,ads,18,female
C06785,2025-04-15,medium,Pune,ads,34,male
C06786,2024-07-25,low,Delhi,ads,41,male
C06787,2024-04-19,high,Bangalore,organic,18,female
C06788,2025-03-15,high,Jaipur,organic,29,female
C06789,2024-10-04,high,Pune,referral,19,male
C06790,2025-07-21,medium,Hyderabad,organic,30,female
C06791,2025-07-22,low,Pune,ads,25,female
C06792,2025-04-26,medium,Chennai,organic,38,male
C06793,2024-04-23,low,Bhubaneswar,referral,36,female
C06794,2025-04-21,medium,Hyderabad,referral,47,female
C06795,2025-12-10,high,Kolkata,organic,34,female
C06796,2024-11-16,medium,Delhi,organic,38,other
C06797,2024-06-27,medium,Mumbai,ads,29,male
C06798,2024-08-06,low,Hyderabad,organic,23,female
C06799,2025-06-11,medium,Kolkata,ads,43,male
C06800,2025-05-06,medium,Bangalore,ads,47,male
C06801,2024-03-01,medium,Pune,organic,42,female
C06802,2024-02-23,medium,Pune,organic,36,female
C06803,2025-11-10,low,Mumbai,ads,25,female
C06804,2025-06-21,high,Bhubaneswar,ads,46,female
C06805,2024-03-05,low,Delhi,organic,40,female
C06806,2025-09-03,medium,Jaipur,ads,55,male
C06807,2025-08-08,medium,Pune,ads,23,female
C06808,2025-12-04,low,Jaipur,ads,43,male
C06809,2024-06-19,medium,Delhi,organic,40,male
C06810,2024-09-29,medium,Bangalore,organic,31,female
C06811,2025-11-29,high,Bangalore,referral,48,female
C06812,2025-06-18,medium,Jaipur,referral,39,female
C06813,2025-01-25,low,Mumbai,ads,25,female
C06814,2025-11-23,medium,Jaipur,organic,33,male
C06815,2024-11-22,low,Chennai,ads,25,male
C06816,2024-04-17,medium,Kolkata,referral,30,female
C06817,2024-06-10,high,Hyderabad,organic,42,female
C06818,2025-03-27,high,Mumbai,organic,44,male
C06819,2024-07-24,medium,Kolkata,ads,37,male
C06820,2025-08-12,low,Pune,referral,27,male
C06821,2024-01-16,medium,Delhi,organic,38,female
C06822,2024-11-22,medium,Bangalore,ads,42,female
C06823,2025-08-30,low,Delhi,ads,18,male
C06824,2025-10-20,low,Mumbai,ads,36,male
C06825,2024-01-02,high,Ahmedabad,ads,33,male
C06826,2024-01-10,low,Jaipur,ads,44,male
C06827,2025-03-09,medium,Chennai,organic,38,male
C06828,2024-05-04,high,Kolkata,organic,39,male
C06829,2024-03-21,medium,Kolkata,ads,30,male
C06830,2025-04-29,medium,Bhubaneswar,organic,35,male
C06831,2025-10-13,medium,Bangalore,ads,44,female
C06832,2024-05-29,medium,Kolkata,ads,34,male
C06833,2024-12-05,high,Mumbai,organic,36,female
C06834,2024-05-08,low,Hyderabad,ads,19,female
C06835,2025-03-13,low,Ahmedabad,ads,34,male
C06836,2025-05-15,low,Kolkata,organic,18,male
C06837,2024-02-27,medium,Hyderabad,ads,29,male
C06838,2024-07-16,medium,Kolkata,referral,35,male
C06839,2024-07-29,medium,Mumbai,ads,42,male
C06840,2024-02-14,high,Hyderabad,ads,25,female
C06841,2024-04-06,medium,Pune,organic,38,female
C06842,2024-10-05,medium,Kolkata,organic,49,male
C06843,2025-06-18,low,Pune,organic,28,female
C06844,2025-02-13,medium,Bhubaneswar,ads,19,male
C06845,2025-04-05,medium,Bangalore,organic,37,male
C06846,2025-01-25,medium,Mumbai,organic,23,female
C06847,2024-02-13,medium,Chennai,ads,26,male
C06848,2024-01-27,medium,Mumbai,organic,44,female
C06849,2024-04-06,medium,Jaipur,organic,53,other
C06850,2025-07-01,medium,Chennai,ads,24,female
C06851,2025-09-12,medium,Jaipur,organic,27,male
C06852,2025-07-20,high,Hyderabad,ads,30,female
C06853,2025-12-04,low,Bhubaneswar,organic,29,male
C06854,2024-08-06,low,Hyderabad,organic,54,other
C06855,2024-07-03,medium,Kolkata,referral,29,other
C06856,2024-03-09,high,Bangalore,referral,31,male
C06857,2024-05-09,low,Mumbai,referral,51,female
C06858,2025-07-20,medium,Delhi,referral,40,male
C06859,2025-08-31,medium,Mumbai,ads,44,male
C06860,2025-08-21,high,Mumbai,ads,25,male
C06861,2025-09-22,medium,Chennai,ads,29,male
C06862,2025-12-20,low,Ahmedabad,ads,24,female
C06863,2024-11-29,low,Delhi,ads,43,male
C06864,2024-06-02,medium,Kolkata,organic,47,female
C06865,2025-06-30,medium,Jaipur,referral,29,other
C06866,2024-03-19,high,Pune,ads,31,female
C06867,2025-08-01,high,Jaipur,referral,31,male
C06868,2025-02-16,low,Bangalore,organic,19,female
C06869,2025-06-29,medium,Bhubaneswar,organic,28,female
C06870,2025-08-31,medium,Bangalore,organic,42,female
C06871,2024-06-17,low,Bhubaneswar,ads,26,male
C06872,2025-11-11,low,Mumbai,organic,35,female
C06873,2025-10-24,low,Chennai,organic,21,female
C06874,2025-08-05,high,Kolkata,organic,33,female
C06875,2025-05-29,high,Ahmedabad,organic,29,other
C06876,2024-11-09,medium,Bangalore,ads,22,male
C06877,2024-02-01,medium,Chennai,referral,42,male
C06878,2024-10-13,low,Jaipur,organic,43,male
C06879,2025-08-16,medium,Ahmedabad,ads,25,male
C06880,2024-02-12,low,Hyderabad,organic,32,male
C06881,2025-09-08,medium,Mumbai,organic,35,male
C06882,2024-01-01,low,Delhi,ads,18,female
C06883,2025-07-26,medium,Delhi,ads,21,female
C06884,2024-09-26,low,Pune,referral,47,male
C06885,2024-06-28,high,Mumbai,ads,24,male
C06886,2025-06-01,medium,Pune,referral,47,male
C06887,2024-04-12,low,Delhi,organic,21,female
C06888,2024-01-10,medium,Kolkata,organic,41,female
C06889,2025-08-05,medium,Jaipur,organic,31,male
C06890,2024-03-30,low,Kolkata,ads,33,female
C06891,2024-08-13,medium,Chennai,organic,53,male
C06892,2025-10-31,medium,Jaipur,organic,22,other
C06893,2024-05-05,high,Delhi,ads,40,female
C06894,2024-07-27,low,Pune,organic,40,female
C06895,2024-04-06,medium,Mumbai,organic,65,male
C06896,2024-03-14,medium,Mumbai,organic,24,female
C06897,2025-09-18,high,Bhubaneswar,organic,28,male
C06898,2024-07-09,medium,Ahmedabad,ads,43,female
C06899,2025-11-12,high,Hyderabad,ads,32,male
C06900,2025-12-16,high,Delhi,organic,30,female
C06901,2024-02-25,medium,Delhi,organic,44,female
C06902,2025-12-20,high,Pune,referral,32,female
C06903,2025-07-06,high,Bhubaneswar,ads,26,female
C06904,2024-02-01,medium,Bangalore,ads,42,female
C06905,2025-06-10,high,Ahmedabad,ads,38,male
C06906,2025-07-27,medium,Kolkata,organic,31,female
C06907,2025-10-28,high,Kolkata,referral,31,female
C06908,2024-10-10,medium,Bangalore,ads,25,female
C06909,2025-12-21,medium,Bhubaneswar,organic,42,female
C06910,2025-05-08,low,Ahmedabad,ads,31,female
C06911,2024-07-05,medium,Delhi,organic,27,female
C06912,2025-05-12,high,Mumbai,organic,22,other
C06913,2025-03-17,high,Delhi,referral,38,male
C06914,2024-05-09,medium,Kolkata,referral,29,female
C06915,2025-09-30,low,Jaipur,organic,18,male
C06916,2024-10-18,medium,Pune,organic,22,male
C06917,2024-04-23,medium,Pune,ads,32,male
C06918,2024-07-17,high,Hyderabad,organic,32,male
C06919,2024-01-13,medium,Chennai,ads,32,male
C06920,2024-09-27,medium,Kolkata,ads,31,male
C06921,2025-08-23,medium,Bhubaneswar,ads,20,male
C06922,2024-08-02,low,Pune,ads,26,female
C06923,2025-03-19,medium,Jaipur,ads,46,male
C06924,2025-05-26,high,Delhi,referral,45,male
C06925,2025-03-22,medium,Hyderabad,organic,40,male
C06926,2025-12-15,medium,Mumbai,referral,39,male
C06927,2024-03-14,medium,Kolkata,organic,44,female
C06928,2025-06-20,medium,Chennai,organic,23,female
C06929,2024-04-10,medium,Bhubaneswar,organic,35,female
C06930,2024-06-24,medium,Hyderabad,ads,23,male
C06931,2025-03-02,low,Mumbai,organic,23,male
C06932,2024-04-26,medium,Chennai,referral,38,male
C06933,2024-06-14,low,Chennai,ads,44,female
C06934,2024-02-10,medium,Hyderabad,organic,33,female
C06935,2025-03-04,medium,Delhi,ads,51,female
C06936,2024-12-09,low,Bhubaneswar,referral,37,male
C06937,2025-02-27,medium,Bangalore,ads,27,male
C06938,2024-12-31,low,Chennai,organic,24,male
C06939,2024-04-29,low,Pune,referral,45,female
C06940,2025-08-31,high,Bangalore,ads,36,male
C06941,2025-10-18,medium,Jaipur,organic,41,female
C06942,2025-12-28,high,Hyderabad,organic,18,female
C06943,2024-08-16,low,Chennai,ads,37,female
C06944,2024-05-09,low,Pune,referral,29,male
C06945,2024-12-17,high,Jaipur,organic,21,male
C06946,2024-11-13,high,Bangalore,organic,34,female
C06947,2025-10-10,medium,Mumbai,referral,45,female
C06948,2024-12-02,medium,Kolkata,organic,57,female
C06949,2024-09-29,high,Bangalore,referral,37,male
C06950,2024-04-26,medium,Kolkata,organic,27,female
C06951,2025-01-02,medium,Pune,ads,27,female
C06952,2024-04-03,high,Chennai,organic,44,female
C06953,2024-06-16,low,Kolkata,referral,25,male
C06954,2025-12-15,low,Hyderabad,ads,41,male
C06955,2024-12-06,low,Pune,referral,37,male
C06956,2025-10-22,low,Chennai,ads,36,female
C06957,2025-11-25,medium,Pune,organic,19,male
C06958,2024-05-31,medium,Bangalore,organic,31,male
C06959,2025-08-08,medium,Pune,ads,20,male
C06960,2024-09-30,low,Bangalore,ads,29,female
C06961,2025-07-07,low,Hyderabad,referral,44,female
C06962,2025-05-10,low,Bhubaneswar,organic,47,female
C06963,2025-12-24,low,Hyderabad,ads,37,female
C06964,2024-04-10,medium,Jaipur,referral,29,other
C06965,2025-07-10,medium,Bangalore,organic,50,male
C06966,2024-03-22,medium,Chennai,referral,29,female
C06967,2025-06-12,high,Ahmedabad,ads,23,male
C06968,2024-03-13,high,Bhubaneswar,ads,41,male
C06969,2024-01-14,medium,Hyderabad,organic,39,male
C06970,2025-03-08,medium,Ahmedabad,organic,29,male
C06971,2024-06-05,medium,Mumbai,organic,36,male
C06972,2024-05-11,medium,Ahmedabad,referral,39,male
C06973,2024-12-03,medium,Jaipur,referral,37,female
C06974,2025-02-07,medium,Jaipur,organic,39,male
C06975,2025-01-10,medium,Hyderabad,referral,29,male
C06976,2025-07-12,medium,Ahmedabad,ads,40,female
C06977,2024-04-16,low,Kolkata,referral,35,female
C06978,2025-09-11,medium,Chennai,organic,30,other
C06979,2024-09-21,medium,Mumbai,organic,32,female
C06980,2024-07-23,low,Bangalore,ads,34,female
C06981,2024-03-19,low,Delhi,organic,20,female
C06982,2024-06-03,low,Kolkata,ads,28,female
C06983,2024-09-03,medium,Mumbai,ads,35,male
C06984,2025-06-14,high,Mumbai,organic,21,male
C06985,2025-06-21,medium,Delhi,organic,28,male
C06986,2025-12-29,medium,Jaipur,referral,58,female
C06987,2024-06-02,low,Mumbai,organic,23,female
C06988,2024-06-02,medium,Kolkata,organic,31,male
C06989,2025-11-16,high,Hyderabad,ads,26,male
C06990,2024-04-01,high,Pune,ads,33,male
C06991,2025-03-08,high,Pune,ads,26,female
C06992,2024-12-03,medium,Pune,ads,32,female
C06993,2025-04-24,low,Kolkata,organic,27,male
C06994,2025-11-23,low,Chennai,organic,45,male
C06995,2024-05-10,low,Bangalore,ads,35,female
C06996,2025-03-25,medium,Delhi,referral,24,other
C06997,2024-09-29,medium,Bhubaneswar,ads,43,female
C06998,2025-08-10,medium,Jaipur,organic,25,male
C06999,2024-06-25,medium,Pune,organic,19,female
C07000,2025-11-26,low,Ahmedabad,organic,34,male
C07001,2025-10-04,medium,Jaipur,ads,54,female
C07002,2024-02-18,low,Kolkata,organic,18,female
C07003,2025-07-20,medium,Chennai,organic,21,male
C07004,2025-10-27,high,Chennai,ads,42,female
C07005,2024-12-20,high,Pune,ads,28,male
C07006,2025-12-12,medium,Ahmedabad,ads,41,other
C07007,2024-11-03,low,Bhubaneswar,ads,26,male
C07008,2025-09-21,medium,Pune,ads,36,male
C07009,2024-02-15,low,Delhi,organic,52,female
C07010,2024-10-28,low,Jaipur,ads,23,female
C07011,2025-02-11,medium,Hyderabad,organic,45,female
C07012,2024-07-07,low,Jaipur,organic,41,other
C07013,2024-05-08,medium,Ahmedabad,ads,20,male
C07014,2025-07-14,medium,Pune,ads,40,male
C07015,2025-06-20,low,Delhi,ads,35,female
C07016,2024-09-22,low,Ahmedabad,ads,35,female
C07017,2024-04-27,medium,Bangalore,referral,38,male
C07018,2025-04-08,medium,Ahmedabad,ads,31,female
C07019,2024-05-23,high,Kolkata,ads,35,female
C07020,2025-03-17,medium,Ahmedabad,ads,37,male
C07021,2024-07-18,medium,Bhubaneswar,organic,42,male
C07022,2024-06-05,low,Pune,organic,19,male
C07023,2025-05-01,medium,Kolkata,ads,47,male
C07024,2024-05-13,high,Ahmedabad,organic,23,female
C07025,2024-05-27,medium,Kolkata,ads,42,male
C07026,2024-12-01,medium,Delhi,ads,35,male
C07027,2024-03-11,medium,Hyderabad,referral,22,female
C07028,2024-08-20,medium,Kolkata,referral,40,female
C07029,2024-11-29,low,Jaipur,organic,25,female
C07030,2025-10-27,high,Bangalore,ads,45,male
C07031,2024-03-30,medium,Chennai,organic,27,female
C07032,2024-11-29,low,Bangalore,organic,20,female
C07033,2024-07-17,medium,Ahmedabad,ads,50,male
C07034,2024-06-09,medium,Hyderabad,organic,36,female
C07035,2025-06-21,medium,Bangalore,organic,43,male
C07036,2024-04-30,medium,Chennai,referral,26,female
C07037,2024-10-27,medium,Bhubaneswar,referral,18,female
C07038,2025-12-24,medium,Bhubaneswar,ads,51,female
C07039,2025-07-28,low,Hyderabad,referral,34,male
C07040,2025-03-11,low,Chennai,ads,39,female
C07041,2024-03-08,medium,Chennai,organic,41,female
C07042,2025-04-03,high,Delhi,ads,31,female
C07043,2025-05-28,high,Mumbai,ads,37,male
C07044,2025-02-01,high,Kolkata,organic,50,female
C07045,2025-09-11,medium,Hyderabad,referral,34,male
C07046,2024-10-12,high,Pune,ads,44,female
C07047,2025-07-14,medium,Delhi,organic,18,female
C07048,2024-05-19,low,Bhubaneswar,organic,46,male
C07049,2025-12-30,medium,Delhi,organic,19,male
C07050,2025-07-09,low,Ahmedabad,referral,45,female
C07051,2025-08-12,low,Kolkata,ads,38,male
C07052,2025-12-28,medium,Pune,ads,34,female
C07053,2025-09-01,low,Hyderabad,ads,34,female
C07054,2024-10-08,low,Ahmedabad,ads,32,female
C07055,2025-10-22,medium,Mumbai,ads,26,male
C07056,2025-07-31,medium,Pune,ads,32,female
C07057,2025-04-01,medium,Chennai,referral,57,female
C07058,2024-03-27,low,Pune,referral,48,female
C07059,2024-03-19,medium,Delhi,referral,26,male
C07060,2024-07-23,high,Jaipur,ads,37,male
C07061,2024-12-02,medium,Ahmedabad,referral,35,female
C07062,2024-09-10,medium,Delhi,ads,33,female
C07063,2024-10-30,medium,Chennai,referral,24,male
C07064,2025-01-14,low,Bhubaneswar,referral,39,female
C07065,2024-05-09,medium,Delhi,referral,43,female
C07066,2025-08-18,low,Pune,referral,26,male
C07067,2024-10-02,low,Mumbai,ads,54,female
C07068,2025-11-29,medium,Pune,organic,50,female
C07069,2025-07-11,high,Pune,organic,40,other
C07070,2024-07-01,low,Ahmedabad,ads,22,male
C07071,2024-09-24,low,Hyderabad,organic,39,male
C07072,2024-11-17,high,Kolkata,ads,37,other
C07073,2025-05-26,medium,Pune,ads,40,male
C07074,2025-09-03,medium,Pune,ads,50,female
C07075,2024-03-18,low,Kolkata,referral,33,female
C07076,2024-12-04,low,Mumbai,ads,55,female
C07077,2025-11-04,high,Ahmedabad,ads,39,male
C07078,2025-07-09,low,Bhubaneswar,ads,32,female
C07079,2025-05-23,high,Chennai,referral,58,male
C07080,2024-08-25,low,Chennai,organic,43,female
C07081,2024-05-13,medium,Delhi,organic,30,female
C07082,2024-07-10,medium,Ahmedabad,referral,35,male
C07083,2024-12-21,high,Jaipur,ads,41,male
C07084,2024-10-04,high,Bhubaneswar,ads,33,female
C07085,2024-01-18,medium,Chennai,ads,36,female
C07086,2025-06-07,medium,Jaipur,organic,26,female
C07087,2024-06-28,high,Hyderabad,ads,18,female
C07088,2024-05-02,high,Jaipur,organic,36,male
C07089,2024-09-02,high,Jaipur,ads,36,female
C07090,2025-01-07,low,Bhubaneswar,ads,40,male
C07091,2024-02-20,low,Hyderabad,ads,29,female
C07092,2024-03-11,high,Jaipur,ads,21,male
C07093,2025-04-24,medium,Kolkata,referral,25,female
C07094,2025-07-13,high,Bangalore,ads,45,female
C07095,2024-01-19,low,Pune,referral,28,male
C07096,2024-03-24,low,Mumbai,ads,30,male
C07097,2024-06-03,medium,Pune,ads,31,male
C07098,2025-07-18,low,Delhi,organic,28,female
C07099,2025-09-10,low,Jaipur,organic,28,male
C07100,2024-12-22,low,Chennai,ads,26,male
C07101,2025-10-08,medium,Ahmedabad,organic,49,male
C07102,2025-03-18,medium,Delhi,ads,41,other
C07103,2024-03-09,medium,Bhubaneswar,ads,47,female
C07104,2025-06-06,medium,Ahmedabad,referral,49,male
C07105,2024-05-22,medium,Ahmedabad,referral,18,female
C07106,2024-07-10,high,Bhubaneswar,organic,38,other
C07107,2025-01-21,medium,Kolkata,organic,29,female
